"policy_name","row_type","assignment_type","final_new_id","current_id","keeps_current_id","id_change_reason","placeholder_reason","effective_rgb","effective_name","candidate_type","source_origin","preferred_source_subset","modlu_source_id","modlu_source_rgb","modlu_source_name","orijinal_source_id","orijinal_source_rgb","orijinal_source_name","primary_status","rgb_resolution_status","source_id_conflict_status","final_id_status","notes"
"preserve_old_ids","candidate","keep_current_id","1","1","True","","","42,3,128","VESTFIRDIR","single_source","modlu","modlu_kalan","1","42,3,128","VESTFIRDIR","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","2","2","True","","","84,6,1","REYKJAVIK","single_source","modlu","modlu_kalan","2","84,6,1","REYKJAVIK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","3","3","True","","","126,9,129","STOKKSEYRI","single_source","modlu","modlu_kalan","3","126,9,129","STOKKSEYRI","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","4","4","True","","","168,12,2","REYDARFJALL","single_source","modlu","modlu_kalan","4","168,12,2","REYDARFJALL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","5","5","True","","","0,15,130","HUSAVIK","single_source","modlu","modlu_kalan","5","0,15,130","HUSAVIK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","6","6","True","","","168,45,177","TORSHAVN","single_source","modlu","modlu_kalan","6","168,45,177","TORSHAVN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","7","7","True","","","84,21,131","SCALLOWAY","single_source","modlu","modlu_kalan","7","84,21,131","SCALLOWAY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","8","8","True","","","126,24,4","KIRKWALL","single_source","modlu","modlu_kalan","8","126,24,4","KIRKWALL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","9","9","True","","","168,27,132","DONEGAL","single_source","modlu","modlu_kalan","9","168,27,132","DONEGAL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","10","10","True","","","0,30,5","RAPHOE","single_source","modlu","modlu_kalan","10","0,30,5","RAPHOE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","11","11","True","","","42,33,133","FAHAN","single_source","modlu","modlu_kalan","11","42,33,133","FAHAN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","12","12","True","","","84,36,6","DERRY","single_source","modlu","modlu_kalan","12","84,36,6","DERRY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","13","13","True","","","126,39,134","SLEMISH","single_source","modlu","modlu_kalan","13","126,39,134","SLEMISH","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","14","14","True","","","168,42,7","CARRICKFERGUS","single_source","modlu","modlu_kalan","14","168,42,7","CARRICKFERGUS","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","15","15","True","","","0,45,135","DOWNPATRICK","single_source","modlu","modlu_kalan","15","0,45,135","DOWNPATRICK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","16","16","True","","","42,48,8","BALTIMORE","single_source","modlu","modlu_kalan","16","42,48,8","BALTIMORE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","17","17","True","","","84,51,136","ARMAGH","single_source","modlu","modlu_kalan","17","84,51,136","ARMAGH","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","18","18","True","","","126,54,9","DUNDALK","single_source","modlu","modlu_kalan","18","126,54,9","DUNDALK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","19","19","True","","","168,57,137","ARDEE","single_source","modlu","modlu_kalan","19","168,57,137","ARDEE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","20","20","True","","","0,60,10","GALWAY","single_source","modlu","modlu_kalan","20","0,60,10","GALWAY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","21","21","True","","","42,63,138","CASTLEBAR","single_source","modlu","modlu_kalan","21","42,63,138","CASTLEBAR","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","22","22","True","","","84,66,11","SLIGO","single_source","modlu","modlu_kalan","22","84,66,11","SLIGO","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","23","23","True","","","126,69,139","ATHENRY","single_source","modlu","modlu_kalan","23","126,69,139","ATHENRY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","24","24","True","","","168,72,12","DROMAHAIR","single_source","modlu","modlu_kalan","24","168,72,12","DROMAHAIR","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","25","25","True","","","0,75,140","BELCOO","single_source","modlu","modlu_kalan","25","0,75,140","BELCOO","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","26","26","True","","","42,78,13","LONGFORD","single_source","modlu","modlu_kalan","26","42,78,13","LONGFORD","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","27","27","True","","","126,84,14","CAVAN","single_source","modlu","modlu_kalan","27","126,84,14","CAVAN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","28","28","True","","","84,81,141","DUBLIN","single_source","modlu","modlu_kalan","28","84,81,141","DUBLIN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","29","29","True","","","168,87,142","WICKLOW","single_source","modlu","modlu_kalan","29","168,87,142","WICKLOW","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","30","30","True","","","0,90,15","KILDARE","single_source","modlu","modlu_kalan","30","0,90,15","KILDARE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","31","31","True","","","42,93,143","TRIM","single_source","modlu","modlu_kalan","31","42,93,143","TRIM","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","32","32","True","","","84,96,16","DROGHEDA","single_source","modlu","modlu_kalan","32","84,96,16","DROGHEDA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","33","33","True","","","126,99,144","BIRR","single_source","modlu","modlu_kalan","33","126,99,144","BIRR","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","34","34","True","","","168,102,17","ATHLONE","single_source","modlu","modlu_kalan","34","168,102,17","ATHLONE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","35","35","True","","","0,105,145","ARDNAMURCHON","single_source","modlu","modlu_kalan","35","0,105,145","ARDNAMURCHON","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","36","36","True","","","42,108,18","UISNEACH","single_source","modlu","modlu_kalan","36","42,108,18","UISNEACH","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","37","37","True","","","84,111,146","WEXFORD","single_source","modlu","modlu_kalan","37","84,111,146","WEXFORD","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","38","38","True","","","126,114,19","ENNISCORTHY","single_source","modlu","modlu_kalan","38","126,114,19","ENNISCORTHY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","39","39","True","","","168,117,147","FERNS","single_source","modlu","modlu_kalan","39","168,117,147","FERNS","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","40","40","True","","","0,120,20","CARLOW","single_source","modlu","modlu_kalan","40","0,120,20","CARLOW","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","41","41","True","","","42,123,148","KILKENNY","single_source","modlu","modlu_kalan","41","42,123,148","KILKENNY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","42","42","True","","","84,126,21","ATHY","single_source","modlu","modlu_kalan","42","84,126,21","ATHY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","43","43","True","","","126,129,149","GOWRAN","single_source","modlu","modlu_kalan","43","126,129,149","GOWRAN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","44","44","True","","","168,132,22","CARRICK","single_source","modlu","modlu_kalan","44","168,132,22","CARRICK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","45","45","True","","","0,135,150","LIMERICK","single_source","modlu","modlu_kalan","45","0,135,150","LIMERICK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","candidate","keep_current_id","46","46","True","","","42,138,23","ENNIS","single_source","modlu","modlu_kalan","46","42,138,23","ENNIS","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
